,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
definio,1,0.10010010010010009,dilatio,1,0.10162601626016261,antes,1,0.10204081632653061,domus,1,0.1023541453428864,adhuc,1,0.09970089730807577,episcopus,1,0.10471204188481677,defraudo,1,0.10449320794148381,deum,1,0.1059322033898305,distraho,1,0.10266940451745381,xiii,1,0.10101010101010101,aha,1,0.09813542688910697,coepio,1,0.10482180293501049,exsequor,1,0.10695187165775401,consilior,1,0.10799136069114472,sacer,1,0.10152284263959391,terra,1,0.099601593625498,diligo,1,0.1059322033898305,dominus,1,0.09505703422053231,concubina,1,0.1002004008016032,deterioro,1,0.10626992561105207
dejungo,1,0.10010010010010009,dilatorius,1,0.10162601626016261,arbiter,1,0.10204081632653061,donator,1,0.1023541453428864,aditus,1,0.09970089730807577,erus,1,0.10471204188481677,deleo,1,0.10449320794148381,dica,1,0.1059322033898305,duplum,1,0.10266940451745381,xix,1,0.10101010101010101,ajo,1,0.09813542688910697,comedo,1,0.10482180293501049,faber,1,0.10695187165775401,contradico,1,0.10799136069114472,sejus,1,0.10152284263959391,tios,1,0.099601593625498,discerno,1,0.1059322033898305,falcidius,1,0.09505703422053231,conductor,1,0.1002004008016032,deus,1,0.10626992561105207
denuntio,1,0.10010010010010009,distraho,1,0.10162601626016261,arbor,1,0.10204081632653061,dono,1,0.1023541453428864,adolesco,1,0.09970089730807577,evictio,1,0.10471204188481677,delictum,1,0.10449320794148381,diligenter,1,0.1059322033898305,duro,1,0.10266940451745381,xlviii,1,0.10101010101010101,alieno,1,0.09813542688910697,commune,1,0.10482180293501049,familia,1,0.10695187165775401,contraho,1,0.10799136069114472,sex,1,0.10152284263959391,uinius,1,0.099601593625498,distribuo,1,0.1059322033898305,forum,1,0.09505703422053231,confirmatio,1,0.1002004008016032,differo,1,0.10626992561105207
depositor,1,0.10010010010010009,distribuo,1,0.10162601626016261,atque,1,0.10204081632653061,dummodo,1,0.1023541453428864,adversarius,1,0.09970089730807577,excommunico,1,0.10471204188481677,depono,1,0.10449320794148381,dimitto,1,0.1059322033898305,electus,1,0.10266940451745381,xvi,1,0.10101010101010101,aliquando,1,0.09813542688910697,compono,1,0.10482180293501049,fervor,1,0.10695187165775401,conventionalis,1,0.10799136069114472,stichus,1,0.10152284263959391,xiii,1,0.099601593625498,diuido,1,0.1059322033898305,latinus,1,0.09505703422053231,consilior,1,0.1002004008016032,digero,1,0.10626992561105207
descendo,1,0.10010010010010009,diverse,1,0.10162601626016261,audio,1,0.10204081632653061,duo,1,0.1023541453428864,adversus,1,0.09970089730807577,excusatus,1,0.10471204188481677,deporto,1,0.10449320794148381,diuido,1,0.1059322033898305,emtio,1,0.10266940451745381,accipio,1,0.10101010101010101,aperio,1,0.09813542688910697,conduco,1,0.10482180293501049,fideicommissum,1,0.10695187165775401,convivium,1,0.10799136069114472,xlii,1,0.10152284263959391,xiv,1,0.099601593625498,doctor,1,0.1059322033898305,libera,1,0.09505703422053231,consto,1,0.1002004008016032,dignitas,1,0.10626992561105207
destinatio,1,0.10010010010010009,domo,1,0.10162601626016261,aufero,1,0.10204081632653061,edo,1,0.1023541453428864,ager,1,0.09970089730807577,facile,1,0.10471204188481677,destinatio,1,0.10449320794148381,donec,1,0.1059322033898305,euangelium,1,0.10266940451745381,acquisitio,1,0.10101010101010101,arca,1,0.09813542688910697,conjungo,1,0.10482180293501049,fruor,1,0.10695187165775401,corrumpo,1,0.10799136069114472,xxxix,1,0.10152284263959391,xli,1,0.099601593625498,dolium,1,0.1059322033898305,magnus,1,0.09505703422053231,contingo,1,0.1002004008016032,dilatio,1,0.10626992561105207
deum,1,0.10010010010010009,domus,1,0.10162601626016261,aureus,1,0.10204081632653061,emo,1,0.1023541453428864,ago,1,0.09970089730807577,fidejussor,1,0.10471204188481677,detrectatio,1,0.10449320794148381,ductio,1,0.1059322033898305,exheredatio,1,0.10266940451745381,actum,1,0.10101010101010101,arma,1,0.09813542688910697,consentio,1,0.10482180293501049,grates,1,0.10695187165775401,criminalis,1,0.10799136069114472,accepto,1,0.10152284263959391,xvi,1,0.099601593625498,ductio,1,0.1059322033898305,maius,1,0.09505703422053231,convenio,1,0.1002004008016032,diligenter,1,0.10626992561105207
digero,1,0.10010010010010009,duodecim,1,0.10162601626016261,aut,1,0.10204081632653061,episcopus,1,0.1023541453428864,aliquis,1,0.09970089730807577,figo,1,0.10471204188481677,diacon,1,0.10449320794148381,duodecimus,1,0.1059322033898305,exhibeo,1,0.10266940451745381,addo,1,0.10101010101010101,ars,1,0.09813542688910697,consequutus,1,0.10482180293501049,herciscundus,1,0.10695187165775401,criminosus,1,0.10799136069114472,acquiro,1,0.10152284263959391,xxxviii,1,0.099601593625498,dummodo,1,0.1059322033898305,metius,1,0.09505703422053231,crimino,1,0.1002004008016032,diligo,1,0.10626992561105207
dilatorius,1,0.10010010010010009,duodecimus,1,0.10162601626016261,avia,1,0.10204081632653061,exactus,1,0.1023541453428864,alto,1,0.09970089730807577,fiscus,1,0.10471204188481677,dies,1,0.10449320794148381,duplex,1,0.1059322033898305,expendo,1,0.10266940451745381,adulterium,1,0.10101010101010101,aureus,1,0.09813542688910697,conservo,1,0.10482180293501049,honestum,1,0.10695187165775401,cum,1,0.10799136069114472,actio,1,0.10152284263959391,accepto,1,0.099601593625498,ecus,1,0.1059322033898305,pecunia,1,0.09505703422053231,criminosus,1,0.1002004008016032,dissuetudo,1,0.10626992561105207
dito,1,0.10010010010010009,duplum,1,0.10162601626016261,benedictio,1,0.10204081632653061,examen,1,0.1023541453428864,annus,1,0.09970089730807577,fugio,1,0.10471204188481677,diligens,1,0.10449320794148381,emtus,1,0.1059322033898305,expresse,1,0.10266940451745381,aedificatio,1,0.10101010101010101,auxilium,1,0.09813542688910697,consigno,1,0.10482180293501049,immobilis,1,0.10695187165775401,curo,1,0.10799136069114472,administrator,1,0.10152284263959391,accusator,1,0.099601593625498,effectus,1,0.1059322033898305,primus,1,0.09505703422053231,culpa,1,0.1002004008016032,distribuo,1,0.10626992561105207
diues,1,0.10010010010010009,egeo,1,0.10162601626016261,biennis,1,0.10204081632653061,excludo,1,0.1023541453428864,antiqui,1,0.09970089730807577,gloria,1,0.10471204188481677,diligenter,1,0.10449320794148381,equito,1,0.1059322033898305,exprimo,1,0.10266940451745381,ago,1,0.10101010101010101,avia,1,0.09813542688910697,consisto,1,0.10482180293501049,impossibilis,1,0.10695187165775401,decano,1,0.10799136069114472,adolesco,1,0.10152284263959391,adjungo,1,0.099601593625498,emendo,1,0.1059322033898305,sol,1,0.09505703422053231,curro,1,0.1002004008016032,divisio,1,0.10626992561105207
doto,1,0.10010010010010009,emphyteuticus,1,0.10162601626016261,bonus,1,0.10204081632653061,excutio,1,0.1023541453428864,appareo,1,0.09970089730807577,gradus,1,0.10471204188481677,doctor,1,0.10449320794148381,exceptio,1,0.1059322033898305,extendo,1,0.10266940451745381,altus,1,0.10101010101010101,bios,1,0.09813542688910697,contestor,1,0.10482180293501049,improbitas,1,0.10695187165775401,deditus,1,0.10799136069114472,adsigno,1,0.10152284263959391,adjutorium,1,0.099601593625498,esse,1,0.1059322033898305,tertia,1,0.09505703422053231,datum,1,0.1002004008016032,dominium,1,0.10626992561105207
dum,1,0.10010010010010009,eruo,1,0.10162601626016261,cado,1,0.10204081632653061,exemplum,1,0.1023541453428864,appello,1,0.09970089730807577,gravis,1,0.10471204188481677,dolosus,1,0.10449320794148381,exheredatio,1,0.1059322033898305,extraneus,1,0.10266940451745381,amicitia,1,0.10101010101010101,boum,1,0.09813542688910697,contingo,1,0.10482180293501049,index,1,0.10695187165775401,deficio,1,0.10799136069114472,aedifico,1,0.10152284263959391,adoptivus,1,0.099601593625498,etsi,1,0.1059322033898305,uerus,1,0.09505703422053231,decerno,1,0.1002004008016032,dubito,1,0.10626992561105207
duodecimus,1,0.10010010010010009,excludo,1,0.10162601626016261,calliditas,1,0.10204081632653061,exercitor,1,0.1023541453428864,aqua,1,0.09970089730807577,habeo,1,0.10471204188481677,domesticus,1,0.10449320794148381,exsequor,1,0.1059322033898305,extro,1,0.10266940451745381,ancilla,1,0.10101010101010101,calciarium,1,0.09813542688910697,controversia,1,0.10482180293501049,induco,1,0.10695187165775401,delictum,1,0.10799136069114472,alimentum,1,0.10152284263959391,adversarius,1,0.099601593625498,evinco,1,0.1059322033898305,valentinus,1,0.09505703422053231,defero,1,0.1002004008016032,duplum,1,0.10626992561105207
effectus,1,0.10010010010010009,excuso,1,0.10162601626016261,capio,1,0.10204081632653061,exheredo,1,0.1023541453428864,arbor,1,0.09970089730807577,impendo,1,0.10471204188481677,dubito,1,0.10449320794148381,factus,1,0.1059322033898305,facile,1,0.10266940451745381,animo,1,0.10101010101010101,captio,1,0.09813542688910697,converro,1,0.10482180293501049,infamis,1,0.10695187165775401,deporto,1,0.10799136069114472,alimonia,1,0.10152284263959391,aequalis,1,0.099601593625498,exactus,1,0.1059322033898305,victor,1,0.09505703422053231,definitiuus,1,0.1002004008016032,efficio,1,0.10626992561105207
eligo,1,0.10010010010010009,exigo,1,0.10162601626016261,caueo,1,0.10204081632653061,exsolvo,1,0.1023541453428864,ascensio,1,0.09970089730807577,indigne,1,0.10471204188481677,duco,1,0.10449320794148381,fames,1,0.1059322033898305,facio,1,0.10266940451745381,annulus,1,0.10101010101010101,caput,1,0.09813542688910697,crimen,1,0.10482180293501049,infans,1,0.10695187165775401,descendo,1,0.10799136069114472,aliquando,1,0.10152284263959391,aer,1,0.099601593625498,exprimo,1,0.1059322033898305,abstineo,1,0.09505703422053231,depono,1,0.1002004008016032,episcopus,1,0.10626992561105207
emo,1,0.10010010010010009,exsecutor,1,0.10162601626016261,causidicus,1,0.10204081632653061,fera,1,0.1023541453428864,atrox,1,0.09970089730807577,indo,1,0.10471204188481677,egenus,1,0.10449320794148381,familia,1,0.1059322033898305,factus,1,0.10266940451745381,antepono,1,0.10101010101010101,causa,1,0.09813542688910697,culpa,1,0.10482180293501049,infero,1,0.10695187165775401,desidero,1,0.10799136069114472,aliquis,1,0.10152284263959391,aestimatio,1,0.099601593625498,exsisto,1,0.1059322033898305,accepto,1,0.09505703422053231,derelinquo,1,0.1002004008016032,error,1,0.10626992561105207
episcopatus,1,0.10010010010010009,fallo,1,0.10162601626016261,charta,1,0.10204081632653061,ferito,1,0.1023541453428864,audio,1,0.09970089730807577,infamis,1,0.10471204188481677,egeo,1,0.10449320794148381,fideicommissum,1,0.1059322033898305,fama,1,0.10266940451745381,appellatio,1,0.10101010101010101,censeo,1,0.09813542688910697,custodio,1,0.10482180293501049,infra,1,0.10695187165775401,dico,1,0.10799136069114472,alium,1,0.10152284263959391,alienum,1,0.099601593625498,exsto,1,0.1059322033898305,acquisitio,1,0.09505703422053231,desino,1,0.1002004008016032,excepto,1,0.10626992561105207
erro,1,0.10010010010010009,fidelis,1,0.10162601626016261,circuitus,1,0.10204081632653061,fideicommissum,1,0.1023541453428864,auratus,1,0.09970089730807577,inferior,1,0.10471204188481677,egredior,1,0.10449320794148381,filius,1,0.1059322033898305,familia,1,0.10266940451745381,approbo,1,0.10101010101010101,clericalis,1,0.09813542688910697,decido,1,0.10482180293501049,inhumanus,1,0.10695187165775401,dimidium,1,0.10799136069114472,alo,1,0.10152284263959391,aliquando,1,0.099601593625498,extendo,1,0.1059322033898305,adhuc,1,0.09505703422053231,dies,1,0.1002004008016032,excusatus,1,0.10626992561105207
evinco,1,0.10010010010010009,filia,1,0.10162601626016261,clam,1,0.10204081632653061,fidelis,1,0.1023541453428864,autem,1,0.09970089730807577,injuria,1,0.10471204188481677,exactor,1,0.10449320794148381,finio,1,0.1059322033898305,fas,1,0.10266940451745381,apud,1,0.10101010101010101,coactus,1,0.09813542688910697,defenso,1,0.10482180293501049,intellego,1,0.10695187165775401,dimidius,1,0.10799136069114472,ambigo,1,0.10152284263959391,alito,1,0.099601593625498,famulus,1,0.1059322033898305,aditus,1,0.09505703422053231,diiudico,1,0.1002004008016032,exeo,1,0.10626992561105207
excipio,1,0.10010010010010009,fors,1,0.10162601626016261,coetus,1,0.10204081632653061,fides,1,0.1023541453428864,auxilium,1,0.09970089730807577,injuste,1,0.10471204188481677,exactus,1,0.10449320794148381,firmo,1,0.1059322033898305,fax,1,0.10266940451745381,aqua,1,0.10101010101010101,coetus,1,0.09813542688910697,defero,1,0.10482180293501049,interpono,1,0.10695187165775401,discutio,1,0.10799136069114472,amita,1,0.10152284263959391,alius,1,0.099601593625498,farina,1,0.1059322033898305,admitto,1,0.09505703422053231,dimidius,1,0.1002004008016032,extendo,1,0.10626992561105207
exemplum,1,0.10010010010010009,fortuitus,1,0.10162601626016261,cognosco,1,0.10204081632653061,finis,1,0.1023541453428864,avia,1,0.09970089730807577,inlicitus,1,0.10471204188481677,examen,1,0.10449320794148381,firmus,1,0.1059322033898305,figo,1,0.10266940451745381,ascendo,1,0.10101010101010101,comedo,1,0.09813542688910697,definitiue,1,0.10482180293501049,invado,1,0.10695187165775401,dolosus,1,0.10799136069114472,ample,1,0.10152284263959391,alteruter,1,0.099601593625498,femina,1,0.1059322033898305,adulterium,1,0.09505703422053231,dispositio,1,0.1002004008016032,factum,1,0.10626992561105207
exilis,1,0.10010010010010009,frango,1,0.10162601626016261,commotus,1,0.10204081632653061,forsitan,1,0.1023541453428864,benedictio,1,0.09970089730807577,integritas,1,0.10471204188481677,examino,1,0.10449320794148381,fodio,1,0.1059322033898305,filius,1,0.10266940451745381,atrox,1,0.10101010101010101,communiter,1,0.09813542688910697,deleo,1,0.10482180293501049,invicem,1,0.10695187165775401,donarium,1,0.10799136069114472,antes,1,0.10152284263959391,amita,1,0.099601593625498,ferveo,1,0.1059322033898305,adversarius,1,0.09505703422053231,donatio,1,0.1002004008016032,facultas,1,0.10626992561105207
expecto,1,0.10010010010010009,frater,1,0.10162601626016261,complaceo,1,0.10204081632653061,frango,1,0.1023541453428864,calciarium,1,0.09970089730807577,interficio,1,0.10471204188481677,excedo,1,0.10449320794148381,fors,1,0.1059322033898305,fons,1,0.10266940451745381,biduum,1,0.10101010101010101,compello,1,0.09813542688910697,denego,1,0.10482180293501049,iste,1,0.10695187165775401,donatio,1,0.10799136069114472,antiqui,1,0.10152284263959391,animus,1,0.099601593625498,fidejussio,1,0.1059322033898305,adversus,1,0.09505703422053231,donec,1,0.1002004008016032,finio,1,0.10626992561105207
exsto,1,0.10010010010010009,fugo,1,0.10162601626016261,concurro,1,0.10204081632653061,furo,1,0.1023541453428864,cautio,1,0.09970089730807577,intersum,1,0.10471204188481677,excepto,1,0.10449320794148381,gratuitus,1,0.1059322033898305,frumo,1,0.10266940451745381,bios,1,0.10101010101010101,compromitto,1,0.09813542688910697,deporto,1,0.10482180293501049,iuro,1,0.10695187165775401,ebito,1,0.10799136069114472,aqua,1,0.10152284263959391,antepono,1,0.099601593625498,fides,1,0.1059322033898305,ager,1,0.09505703422053231,dos,1,0.1002004008016032,forsitan,1,0.10626992561105207
faber,1,0.10010010010010009,fundo,1,0.10162601626016261,condemno,1,0.10204081632653061,habeo,1,0.1023541453428864,certo,1,0.09970089730807577,intro,1,0.10471204188481677,excipio,1,0.10449320794148381,humanus,1,0.1059322033898305,fundo,1,0.10266940451745381,cano,1,0.10101010101010101,computatio,1,0.09813542688910697,deuenio,1,0.10482180293501049,jusjurandum,1,0.10695187165775401,edo,1,0.10799136069114472,arbitrium,1,0.10152284263959391,apud,1,0.099601593625498,flagello,1,0.1059322033898305,ajo,1,0.09505703422053231,doto,1,0.1002004008016032,frequento,1,0.10626992561105207
fax,1,0.10010010010010009,furor,1,0.10162601626016261,conduco,1,0.10204081632653061,habito,1,0.1023541453428864,clericatus,1,0.09970089730807577,inutilis,1,0.10471204188481677,excutio,1,0.10449320794148381,humilis,1,0.1059322033898305,gigno,1,0.10266940451745381,cesso,1,0.10101010101010101,computo,1,0.09813542688910697,diacon,1,0.10482180293501049,juste,1,0.10695187165775401,effectus,1,0.10799136069114472,auctoritas,1,0.10152284263959391,arbitratus,1,0.099601593625498,fleo,1,0.1059322033898305,amoueo,1,0.09505703422053231,dummodo,1,0.1002004008016032,fruor,1,0.10626992561105207
femina,1,0.10010010010010009,furtivus,1,0.10162601626016261,conficio,1,0.10204081632653061,honesto,1,0.1023541453428864,coactus,1,0.09970089730807577,invenio,1,0.10471204188481677,exercito,1,0.10449320794148381,ignoranter,1,0.1059322033898305,graviter,1,0.10266940451745381,ceueo,1,0.10101010101010101,concedo,1,0.09813542688910697,diaconus,1,0.10482180293501049,justum,1,0.10695187165775401,efficio,1,0.10799136069114472,audeo,1,0.10152284263959391,ascendo,1,0.099601593625498,fons,1,0.1059322033898305,animo,1,0.09505703422053231,duplum,1,0.1002004008016032,furiosus,1,0.10626992561105207
fidejussio,1,0.10010010010010009,furtum,1,0.10162601626016261,consensus,1,0.10204081632653061,honestum,1,0.1023541453428864,cognitio,1,0.09970089730807577,iracundia,1,0.10471204188481677,exilis,1,0.10449320794148381,immineo,1,0.1059322033898305,hujusmodi,1,0.10266940451745381,cognosco,1,0.10101010101010101,confirmatus,1,0.09813542688910697,dilatio,1,0.10482180293501049,legatum,1,0.10695187165775401,emo,1,0.10799136069114472,benus,1,0.10152284263959391,avis,1,0.099601593625498,frater,1,0.1059322033898305,apud,1,0.09505703422053231,egredior,1,0.1002004008016032,graue,1,0.10626992561105207
firmiter,1,0.10010010010010009,gregatim,1,0.10162601626016261,consigno,1,0.10204081632653061,ibi,1,0.1023541453428864,cogo,1,0.09970089730807577,itaque,1,0.10471204188481677,exilium,1,0.10449320794148381,impedio,1,0.1059322033898305,hypotheca,1,0.10266940451745381,cogo,1,0.10101010101010101,confirmo,1,0.09813542688910697,dispositio,1,0.10482180293501049,legitime,1,0.10695187165775401,equus,1,0.10799136069114472,bipes,1,0.10152284263959391,bonus,1,0.099601593625498,fur,1,0.1059322033898305,arca,1,0.09505703422053231,emancipatio,1,0.1002004008016032,habito,1,0.10626992561105207
firmo,1,0.10010010010010009,herciscundus,1,0.10162601626016261,contentio,1,0.10204081632653061,idoneus,1,0.1023541453428864,cohortatio,1,0.09970089730807577,iudicatum,1,0.10471204188481677,exorior,1,0.10449320794148381,impello,1,0.1059322033898305,ibi,1,0.10266940451745381,comedo,1,0.10101010101010101,contineo,1,0.09813542688910697,diuina,1,0.10482180293501049,lingua,1,0.10695187165775401,examen,1,0.10799136069114472,caneo,1,0.10152284263959391,calo,1,0.099601593625498,furo,1,0.1059322033898305,argentum,1,0.09505703422053231,emendo,1,0.1002004008016032,herba,1,0.10626992561105207
fodio,1,0.10010010010010009,honesto,1,0.10162601626016261,contestatio,1,0.10204081632653061,ignoranter,1,0.1023541453428864,comparo,1,0.09970089730807577,iudicialis,1,0.10471204188481677,exstinguo,1,0.10449320794148381,impertio,1,0.1059322033898305,immobilis,1,0.10266940451745381,conditio,1,0.10101010101010101,contingo,1,0.09813542688910697,domo,1,0.10482180293501049,magnitudo,1,0.10695187165775401,excommunico,1,0.10799136069114472,celo,1,0.10152284263959391,caneo,1,0.099601593625498,furor,1,0.1059322033898305,arma,1,0.09505703422053231,emphyteuticus,1,0.1002004008016032,hortatus,1,0.10626992561105207
fons,1,0.10010010010010009,hortatus,1,0.10162601626016261,contorqueo,1,0.10204081632653061,ignorantia,1,0.1023541453428864,complaceo,1,0.09970089730807577,judicium,1,0.10471204188481677,extro,1,0.10449320794148381,inaudio,1,0.1059322033898305,impius,1,0.10266940451745381,conduco,1,0.10101010101010101,contractus,1,0.09813542688910697,dono,1,0.10482180293501049,malus,1,0.10695187165775401,exemplum,1,0.10799136069114472,certus,1,0.10152284263959391,caput,1,0.099601593625498,gener,1,0.1059322033898305,atrox,1,0.09505703422053231,eruo,1,0.1002004008016032,hujusmodi,1,0.10626992561105207
forma,1,0.10010010010010009,hospitalis,1,0.10162601626016261,contra,1,0.10204081632653061,immobilis,1,0.1023541453428864,concubina,1,0.09970089730807577,justa,1,0.10471204188481677,facia,1,0.10449320794148381,incesto,1,0.1059322033898305,impossibilis,1,0.10266940451745381,conductor,1,0.10101010101010101,contumelia,1,0.09813542688910697,ducenti,1,0.10482180293501049,mas,1,0.10695187165775401,exilium,1,0.10799136069114472,cessio,1,0.10152284263959391,careo,1,0.099601593625498,gigno,1,0.1059322033898305,aurum,1,0.09505703422053231,erus,1,0.1002004008016032,ibi,1,0.10626992561105207
fructus,1,0.10010010010010009,immuto,1,0.10162601626016261,conventionalis,1,0.10204081632653061,imprimo,1,0.1023541453428864,condictio,1,0.09970089730807577,latro,1,0.10471204188481677,fas,1,0.10449320794148381,indo,1,0.1059322033898305,impubes,1,0.10266940451745381,confessus,1,0.10101010101010101,convicium,1,0.09813542688910697,dum,1,0.10482180293501049,masculus,1,0.10695187165775401,exorior,1,0.10799136069114472,ciuito,1,0.10152284263959391,cautio,1,0.099601593625498,grammaticus,1,0.1059322033898305,bonus,1,0.09505703422053231,etiamsi,1,0.1002004008016032,impedimentum,1,0.10626992561105207
fugio,1,0.10010010010010009,impedio,1,0.10162601626016261,converro,1,0.10204081632653061,infans,1,0.1023541453428864,consisto,1,0.09970089730807577,leo,1,0.10471204188481677,fidejussor,1,0.10449320794148381,ineo,1,0.1059322033898305,incito,1,0.10266940451745381,consequor,1,0.10101010101010101,convictus,1,0.09813542688910697,eligo,1,0.10482180293501049,merces,1,0.10695187165775401,fallo,1,0.10799136069114472,clerus,1,0.10152284263959391,celo,1,0.099601593625498,hortatus,1,0.1059322033898305,breue,1,0.09505703422053231,evictio,1,0.1002004008016032,infamia,1,0.10626992561105207
furo,1,0.10010010010010009,impetro,1,0.10162601626016261,convivium,1,0.10204081632653061,infecto,1,0.1023541453428864,constituo,1,0.09970089730807577,libero,1,0.10471204188481677,finis,1,0.10449320794148381,inofficiosus,1,0.1059322033898305,infectus,1,0.10266940451745381,consilior,1,0.10101010101010101,corpus,1,0.09813542688910697,episcopus,1,0.10482180293501049,meus,1,0.10695187165775401,fama,1,0.10799136069114472,cliens,1,0.10152284263959391,ceteri,1,0.099601593625498,hostio,1,0.1059322033898305,calliditas,1,0.09505703422053231,examino,1,0.1002004008016032,infantia,1,0.10626992561105207
furor,1,0.10010010010010009,impunitas,1,0.10162601626016261,credo,1,0.10204081632653061,inficiatio,1,0.1023541453428864,contineo,1,0.09970089730807577,libo,1,0.10471204188481677,firmo,1,0.10449320794148381,inops,1,0.1059322033898305,infero,1,0.10266940451745381,consisto,1,0.10101010101010101,culpa,1,0.09813542688910697,euito,1,0.10482180293501049,migro,1,0.10695187165775401,fidelis,1,0.10799136069114472,coaequo,1,0.10152284263959391,ceua,1,0.099601593625498,ideo,1,0.1059322033898305,caneo,1,0.09505703422053231,excepto,1,0.1002004008016032,infra,1,0.10626992561105207
generatio,1,0.10010010010010009,inaudio,1,0.10162601626016261,criminalis,1,0.10204081632653061,ingenium,1,0.1023541453428864,contractus,1,0.09970089730807577,licentia,1,0.10471204188481677,fiscus,1,0.10449320794148381,inscribo,1,0.1059322033898305,ingenium,1,0.10266940451745381,consuetudo,1,0.10101010101010101,curro,1,0.09813542688910697,evideor,1,0.10482180293501049,moderatio,1,0.10695187165775401,finio,1,0.10799136069114472,coeo,1,0.10152284263959391,circuitus,1,0.099601593625498,immo,1,0.1059322033898305,canon,1,0.09505703422053231,exerceo,1,0.1002004008016032,injustus,1,0.10626992561105207
gloria,1,0.10010010010010009,incurro,1,0.10162601626016261,curo,1,0.10204081632653061,invito,1,0.1023541453428864,converto,1,0.09970089730807577,locuples,1,0.10471204188481677,forma,1,0.10449320794148381,iste,1,0.1059322033898305,iniquus,1,0.10266940451745381,consumo,1,0.10101010101010101,dato,1,0.09813542688910697,exceptio,1,0.10482180293501049,monachus,1,0.10695187165775401,firmitas,1,0.10799136069114472,coepio,1,0.10152284263959391,cismontanus,1,0.099601593625498,immobilis,1,0.1059322033898305,capio,1,0.09505703422053231,exheredo,1,0.1002004008016032,inpunitus,1,0.10626992561105207
grates,1,0.10010010010010009,index,1,0.10162601626016261,custodio,1,0.10204081632653061,invoco,1,0.1023541453428864,corpus,1,0.09970089730807577,lucrum,1,0.10471204188481677,frumo,1,0.10449320794148381,iudico,1,0.1059322033898305,initio,1,0.10266940451745381,contingo,1,0.10101010101010101,datum,1,0.09813542688910697,exigo,1,0.10482180293501049,monasterium,1,0.10695187165775401,fraudo,1,0.10799136069114472,coercitio,1,0.10152284263959391,clam,1,0.099601593625498,immuto,1,0.1059322033898305,carcer,1,0.09505703422053231,exilis,1,0.1002004008016032,integer,1,0.10626992561105207
gregatim,1,0.10010010010010009,indo,1,0.10162601626016261,decano,1,0.10204081632653061,iste,1,0.1023541453428864,criminalis,1,0.09970089730807577,luo,1,0.10471204188481677,fruor,1,0.10449320794148381,junctim,1,0.1059322033898305,inscribo,1,0.10266940451745381,contumelia,1,0.10101010101010101,defectus,1,0.09813542688910697,exilis,1,0.10482180293501049,morbus,1,0.10695187165775401,fur,1,0.10799136069114472,colligo,1,0.10152284263959391,coactus,1,0.099601593625498,impero,1,0.1059322033898305,certus,1,0.09505703422053231,exsecutor,1,0.1002004008016032,interrogatio,1,0.10626992561105207
hodie,1,0.10010010010010009,infra,1,0.10162601626016261,decedo,1,0.10204081632653061,iudicatum,1,0.1023541453428864,cuncti,1,0.09970089730807577,maga,1,0.10471204188481677,fundo,1,0.10449320794148381,jungo,1,0.1059322033898305,insum,1,0.10266940451745381,converro,1,0.10101010101010101,defenso,1,0.09813542688910697,exorior,1,0.10482180293501049,morior,1,0.10695187165775401,generaliter,1,0.10799136069114472,comes,1,0.10152284263959391,commisceo,1,0.099601593625498,inaequalis,1,0.1059322033898305,ciuito,1,0.09505703422053231,falsitas,1,0.1002004008016032,interrogo,1,0.10626992561105207
hujusmodi,1,0.10010010010010009,inquisitio,1,0.10162601626016261,decido,1,0.10204081632653061,lex,1,0.1023541453428864,curator,1,0.09970089730807577,magnitudo,1,0.10471204188481677,gener,1,0.10449320794148381,justa,1,0.1059322033898305,integritas,1,0.10266940451745381,convictus,1,0.10101010101010101,dehonesto,1,0.09813542688910697,exsisto,1,0.10482180293501049,moueo,1,0.10695187165775401,genus,1,0.10799136069114472,commisceo,1,0.10152284263959391,competo,1,0.099601593625498,incommodo,1,0.1059322033898305,codex,1,0.09505703422053231,fama,1,0.1002004008016032,intervenio,1,0.10626992561105207
humilis,1,0.10010010010010009,inscientia,1,0.10162601626016261,depono,1,0.10204081632653061,liceo,1,0.1023541453428864,decerno,1,0.09970089730807577,masculus,1,0.10471204188481677,grates,1,0.10449320794148381,juste,1,0.1059322033898305,invado,1,0.10266940451745381,convinco,1,0.10101010101010101,deportatio,1,0.09813542688910697,extraneus,1,0.10482180293501049,munero,1,0.10695187165775401,herba,1,0.10799136069114472,concedo,1,0.10152284263959391,computo,1,0.099601593625498,ineo,1,0.1059322033898305,cognitus,1,0.09505703422053231,fames,1,0.1002004008016032,intro,1,0.10626992561105207
